listing_id,photo_idx,room_label,room_confidence,source_path
101784564,7,Bedroom,0.06778115,101784564/007.jpg
101784564,8,Bedroom,0.075050436,101784564/008.jpg
101784564,9,Bedroom,0.051794596,101784564/009.jpg
101784564,10,Bathroom,0.07601757,101784564/010.jpg
101784564,11,Bathroom,0.07890176,101784564/011.jpg
101784564,12,Bathroom,0.069859356,101784564/012.jpg
101784564,13,Hallway,0.053502478,101784564/013.jpg
101784564,14,Exterior,0.06638446,101784564/014.jpg
101933861,0,Pool,0.087206155,101933861/000.jpg
101933861,1,Living room,0.04555818,101933861/001.jpg
101933861,2,Dining room,0.0491507,101933861/002.jpg
101933861,3,Living room,0.06449291,101933861/003.jpg
101933861,4,Hallway,0.041790135,101933861/004.jpg
101933861,5,Hallway,0.059585974,101933861/005.jpg
101933861,6,Kitchen,0.05180589,101933861/006.jpg
101933861,7,Kitchen,0.068805814,101933861/007.jpg
101933861,8,Bathroom,0.0551581,101933861/008.jpg
101933861,9,Bathroom,0.062768094,101933861/009.jpg
101933861,10,Terrace,0.08586281,101933861/010.jpg
101933861,11,Hallway,0.088731945,101933861/011.jpg
101933861,12,Pool,0.08801403,101933861/012.jpg
101933861,13,Exterior,0.030474447,101933861/013.jpg
101941855,0,Pool,0.09655185,101941855/000.jpg
101941855,1,Terrace,0.06611111,101941855/001.jpg
101941855,2,Hallway,0.06800412,101941855/002.jpg
101941855,3,Living room,0.05333207,101941855/003.jpg
101941855,4,Living room,0.05231734,101941855/004.jpg
101941855,5,Kitchen,0.08259487,101941855/005.jpg
101941855,6,Kitchen,0.077197336,101941855/006.jpg
101941855,7,Bedroom,0.0650816,101941855/007.jpg
101941855,8,Bedroom,0.055499464,101941855/008.jpg
101941855,9,Storage,0.06764002,101941855/009.jpg
101941855,10,Bathroom,0.046799008,101941855/010.jpg
101941855,11,Bedroom,0.07384648,101941855/011.jpg
101941855,12,Bedroom,0.06331194,101941855/012.jpg
